digital_syn/degree/x100,digital_syn/direct/x100,digital_syn/digital/x100,digital_syn/explanatory/x100,digital_syn/text/x100,real_life/degree/x100,real_life/explanatory/x100,real_life/text/x100,r_n_syn/degree/x100,r_n_syn/degree/x10,r_n_syn/degree/x1,r_n_syn/explanatory/x100,r_n_syn/explanatory/x10,r_n_syn/explanatory/x1,r_n_syn/text/x100,r_n_syn/text/x10,r_n_syn/text/x1,huge_syn/degree/x100,huge_syn/explanatory/x100,huge_syn/text/x100
"{'hour': 21, 'minute': 7}","{'hour': 20, 'minute': 4}","{'hour': 17, 'minute': 4}","{'hour': 18, 'minute': 5}","{'hour': 14, 'minute': 3}","{'hour': 19, 'minute': 4}","{'hour': 17, 'minute': 8}","{'hour': 15, 'minute': 8}","{'hour': 19, 'minute': 8}","{'hour': 18, 'minute': 9}","{'hour': 16, 'minute': 8}","{'hour': 14, 'minute': 8}","{'hour': 14, 'minute': 8}","{'hour': 13, 'minute': 9}","{'hour': 13, 'minute': 7}","{'hour': 14, 'minute': 7}","{'hour': 12, 'minute': 9}","{'hour': 10, 'minute': 14}","{'hour': 6, 'minute': 11}","{'hour': 9, 'minute': 11}"
